Tanggal;Ref Id;Kode Produk;Nama Produk;Harga Modal;Harga Jual;Profit;Message;Status
28/09/2024 19:15;2818bd0w5nnq6704;xl10;Xl 10.000;10814;10875;61;TransaksiSukses;Sukses
28/09/2024 19:15;vt410i09wykd1468;dana50;DANA 50.000;50090;50161;71;TransaksiSukses;Sukses
28/09/2024 19:14;ty18b50wrmi865396;ma-tsel5;Telkomsel Tambah Masa Aktif Kartu 5 Hari;2335;2395;60;TransaksiSukses;Sukses
28/09/2024 19:12;vo40zm09jnmm3572;m-axis1-1;Axis Data Mini 1 GB 1 Hari;4900;4960;60;TransaksiSukses;Sukses
28/09/2024 19:12;an7g1b09gcbk4345;ovo50;OVO 50.000;50440;50509;69;TransaksiSukses;Sukses
28/09/2024 19:11;4q7g0y09r7d870434;dana20;DANA 20.000;20095;20160;65;TransaksiSukses;Sukses
28/09/2024 19:10;7740z009rl195396;tp-isat10;Indosat Pulsa Transfer 10.000;10035;10169;134;TransaksiSukses;Sukses
28/09/2024 19:10;k8189m0wpsq2832;av-suma-isat5;Aktivasi Voucher Indosat Sumatera Freedom Internet Harian 5 GB 5 Hari;17149;17622;473;TransaksiSukses;Sukses
28/09/2024 19:09;hg40yo09bqvv3103;jb-isat5;Indosat Data Jawa Barat Freedom Internet Harian 5 GB 5 Hari;17360;17422;62;TransaksiSukses;Sukses
28/09/2024 19:09;hb18970wfngx5882;tsel50;Telkomsel 50.000;49550;49640;90;TransaksiSukses;Sukses
28/09/2024 19:09;6n7g0509bodf5800;tsel10;Telkomsel 10.000;10165;10251;86;TransaksiSukses;Sukses
28/09/2024 19:08;e47fzu09tzu1460;dana300;DANA 300.000;300060;300188;128;TransaksiSukses;Sukses
28/09/2024 19:08;eb188o0w4vip885;axis25;Axis 25.000;24920;24987;67;TransaksiSukses;Sukses
28/09/2024 19:07;83188k0wbd1q1455;dana200;DANA 200.000;200090;200212;122;TransaksiSukses;Sukses
28/09/2024 19:07;yn40y2095ju856396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 19:07;lp7fzl09v7hd56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 19:06;7b7fzf09yt1h4925;sf20;Smartfren 20.000;19465;19527;62;TransaksiSukses;Sukses
28/09/2024 19:06;2r7fze092ohq3103;jb-isat5;Indosat Data Jawa Barat Freedom Internet Harian 5 GB 5 Hari;17360;17422;62;TransaksiSukses;Sukses
28/09/2024 19:06;vg7fzc09qg9u1456;dana25;DANA 25.000;25090;25160;70;TransaksiSukses;Sukses
28/09/2024 19:06;8o187z0whzsd5590;tp-tsel50;Telkomsel Pulsa Transfer 50.000;48458;49055;597;TransaksiSukses;Sukses
28/09/2024 19:05;al7fyw09rykb1470;dana55;DANA 55.000;55090;55171;81;TransaksiSukses;Sukses
28/09/2024 19:04;ap7fyj09cpdl4428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
28/09/2024 19:04;ow40x4098tz41455;dana200;DANA 200.000;200090;200212;122;TransaksiSukses;Sukses
28/09/2024 19:03;ru7fye09t7756396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 19:03;qh18750w3cmf1434;dana1;DANA 1.000;1080;1160;80;TransaksiSukses;Sukses
28/09/2024 19:03;w37fya09t02b3105;jb-tsel1500;Telkomsel Data 1.5 GB 3 Hari (Jawa Barat);7350;7465;115;TransaksiSukses;Sukses
28/09/2024 19:03;v37fy909pfbo2762;hp-tri3-3;Tri Data Happy 3 GB 3 Hari;10218;10279;61;TransaksiSukses;Sukses
28/09/2024 19:03;or18700wike970524;dana100;DANA 100.000;100090;100161;71;TransaksiSukses;Sukses
28/09/2024 19:03;1g7fy409p4rk4428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
28/09/2024 19:02;j940wi09nb651468;dana50;DANA 50.000;50090;50161;71;TransaksiSukses;Sukses
28/09/2024 19:02;ck7fxv0940f056396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 19:01;hh186l0wz4h05882;tsel50;Telkomsel 50.000;49550;49640;90;TransaksiSukses;Sukses
28/09/2024 19:01;yx7fxk09wvdu5341;tp-axis10;Axis Pulsa Transfer 10.000;10290;10351;61;TransaksiSukses;Sukses
28/09/2024 19:01;4y186e0wt2a85283;tlp-tsel20-135;Telkomsel Telepon 20 Menit All + 135 Menit Sesama 7 Hari;20810;20872;62;TransaksiSukses;Sukses
28/09/2024 19:01;5640vw09kig5853;tsel30;Telkomsel 30.000;29675;29838;163;TransaksiSukses;Sukses
28/09/2024 19:00;4n40vs098927889;axis5;Axis 5.000;5650;5895;245;TransaksiSukses;Sukses
28/09/2024 18:58;n3185k0wn34b70434;dana20;DANA 20.000;20095;20160;65;TransaksiSukses;Sukses
28/09/2024 18:58;aq7fwj09ymd156396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 18:58;s3185g0wddol4428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
28/09/2024 18:55;9l184t0wrd1d69125;tpas-tsel50;Telkomsel Telepon Pas 50.000;52799;52864;65;TransaksiSukses;Sukses
28/09/2024 18:55;9b7fvs09c13s1468;dana50;DANA 50.000;50090;50161;71;TransaksiSukses;Sukses
28/09/2024 18:54;7n184e0wmadz4078;mlwdp5;MOBILE LEGENDS Weekly Diamond Pass 5x;129275;129348;73;TransaksiSukses;Sukses
28/09/2024 18:52;nu40t709y1a470877;sms-tsel10;Telkomsel 10 SMS Sesama Telkomsel / 1 Hari;625;705;0;ProduksedangGangguan(NonAktif);Gagal
28/09/2024 18:52;dj183i0wts4r475;av-aigo-axis6-3;Aktivasi Voucher Axis 8 GB 3 Hari;14260;14336;76;TransaksiSukses;Sukses
28/09/2024 18:52;d97fuo09sjb9475;av-aigo-axis6-3;Aktivasi Voucher Axis 8 GB 3 Hari;14260;14336;76;TransaksiSukses;Sukses
28/09/2024 18:52;da40t109cagq475;av-aigo-axis6-3;Aktivasi Voucher Axis 8 GB 3 Hari;14260;14336;76;TransaksiSukses;Sukses
28/09/2024 18:51;g57fue09qqs6878;axis10;Axis 10.000;10810;10875;65;TransaksiSukses;Sukses
28/09/2024 18:49;ob7ftv09w35t56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 18:49;9j182l0wxt7j5800;tsel10;Telkomsel 10.000;10165;10251;86;TransaksiSukses;Sukses
28/09/2024 18:49;xe7ftr09by154428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
28/09/2024 18:49;ip7ftj09u9b31473;dana600;DANA 600.000;600090;600181;91;TransaksiSukses;Sukses
28/09/2024 18:49;lh40rx09x5b71468;dana50;DANA 50.000;50090;50161;71;TransaksiSukses;Sukses
28/09/2024 18:48;m018260wc99s70875;s-tsel30;Telkomsel Telepon Paket Spesial / 30 Hari;50000;50065;0;TransaksiGagal;Gagal
28/09/2024 18:48;dw18210wzyke70459;dana8;DANA 8.000;8075;8160;85;TransaksiSukses;Sukses
28/09/2024 18:47;sv181s0wg7ef70434;dana20;DANA 20.000;20095;20160;65;TransaksiSukses;Sukses
28/09/2024 18:47;vy181q0wpnzo56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 18:47;la40r009dj2d68504;m-axis1500-5;Axis Data Mini 1.5 GB 5 Hari;11860;11921;61;TransaksiSukses;Sukses
28/09/2024 18:44;dx180s0wud5i70541;dana20;DANA 20.000;20100;20160;0;SellerinitelahdiblokirolehAnda;Gagal
28/09/2024 18:44;bi180j0wtuy05183;suma-isat5;Indosat Data Sumatera Freedom Internet Harian 5 GB 5 Hari;17068;17164;96;TransaksiSukses;Sukses
28/09/2024 18:43;cq7frg09td1r5816;tsel15;Telkomsel 15.000;14885;14946;61;TransaksiSukses;Sukses
28/09/2024 18:43;4x180a0w4bg05846;tsel25;Telkomsel 25.000;24805;24867;62;TransaksiSukses;Sukses
28/09/2024 18:42;y418050w3vqy1470;dana55;DANA 55.000;55090;55171;81;TransaksiSukses;Sukses
28/09/2024 18:42;wq7fr009v2o25525;tp-tsel13;Telkomsel Pulsa Transfer 13.000;13650;13871;221;TransaksiSukses;Sukses
28/09/2024 18:41;am7fqt09596o938;b-xl3;XL Data Blue 3 GB 2 Hari;9458;9519;61;TransaksiSukses;Sukses
28/09/2024 18:41;p517zo0wlgac5353;tp-axis15;Axis Pulsa Transfer 15.000;14970;15532;562;TransaksiSukses;Sukses
28/09/2024 18:41;oe17zn0wkt405816;tsel15;Telkomsel 15.000;14885;14946;61;TransaksiSukses;Sukses
28/09/2024 18:39;ab7fpz09cge72948;isat10;Indosat 10.000;10730;10851;121;TransaksiSukses;Sukses
28/09/2024 18:38;u340oi093nfj4422;pln100;PLN 100.000;100025;100086;61;TransaksiSukses;Sukses
28/09/2024 18:38;0j17yw0whls81468;dana50;DANA 50.000;50090;50161;71;TransaksiSukses;Sukses
28/09/2024 18:38;hs17yv0wwjb35927;tsel90;Telkomsel 90.000;89175;89244;69;TransaksiSukses;Sukses
28/09/2024 18:38;ap7fpc09arbp68503;m-axis1500-3;Axis Data Mini 1.5 GB 3 Hari;8400;8516;116;TransaksiSukses;Sukses
28/09/2024 18:37;qy17ym0wakcs1457;dana250;DANA 250.000;250090;250188;98;TransaksiSukses;Sukses
28/09/2024 18:36;rf7fov09pqpo4428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
28/09/2024 18:36;4v40nw09zqjj66911;tsel58;Telkomsel 58.000;57586;57786;200;TransaksiSukses;Sukses
28/09/2024 18:36;i47fot095jj85832;tsel20;Telkomsel 20.000;19845;19942;97;TransaksiSukses;Sukses
28/09/2024 18:36;3y40ns091b9066197;tp-tri20;Three Pulsa Transfer 20.000;19477;19560;83;TransaksiSukses;Sukses
28/09/2024 18:36;2917y70wbpbq65978;tp-isat35;Indosat Pulsa Transfer 35.000;34100;34163;0;SellerinitelahdiblokirolehAnda;Gagal
28/09/2024 18:35;qh40nd09l6bo4428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
28/09/2024 18:33;d840n109nyse70434;dana20;DANA 20.000;20095;20160;65;TransaksiSukses;Sukses
28/09/2024 18:33;io7fnv094j6f56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 18:33;vt17x90w8x0n5397;tp-isat100;Indosat Pulsa Transfer 100.000;96110;97855;1745;TransaksiSukses;Sukses
28/09/2024 18:32;7h40mm09mmy265978;tp-isat35;Indosat Pulsa Transfer 35.000;34100;34163;0;SellerinitelahdiblokirolehAnda;Gagal
28/09/2024 18:32;a140mg09vjiv66078;tp-isat99999;Indosat Pulsa Transfer 99.999;93839;93908;0;ProduksedangGangguan(NonAktif);Gagal
28/09/2024 18:31;ea7fn909s3u566078;tp-isat99999;Indosat Pulsa Transfer 99.999;93839;93908;0;ProduksedangGangguan(NonAktif);Gagal
28/09/2024 18:30;t240lp09gg6k66078;tp-isat99999;Indosat Pulsa Transfer 99.999;93839;93908;0;ProdukSellerSedangTidakTersedia;Gagal
28/09/2024 18:30;c67fmu094zzq5800;tsel10;Telkomsel 10.000;10165;10251;86;TransaksiSukses;Sukses
28/09/2024 18:29;cd40lg09ae2p5341;tp-axis10;Axis Pulsa Transfer 10.000;10290;10351;61;TransaksiSukses;Sukses
28/09/2024 18:28;j67fma09xx5a1456;dana25;DANA 25.000;25090;25160;70;TransaksiSukses;Sukses
28/09/2024 18:28;1717vm0wihtd56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 18:28;2v40l0099bfn1468;dana50;DANA 50.000;50090;50161;71;TransaksiSukses;Sukses
28/09/2024 18:27;0b40km09t2o456396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 18:27;v47flj09ulbh68381;ff355;Free Fire 355 Diamond;41475;42123;648;TransaksiSukses;Sukses
28/09/2024 18:26;hi40ki095t4a5905;tsel70;Telkomsel 70.000;69375;69452;77;TransaksiSukses;Sukses
28/09/2024 18:25;wv7fl7091l2r4428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
28/09/2024 18:24;wq7fkv09vtcf4428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
28/09/2024 18:24;g717ui0wpv0d4337;ovo30;OVO 30.000;30440;30535;95;TransaksiSukses;Sukses
28/09/2024 18:24;pr40jz0925ws1456;dana25;DANA 25.000;25090;25160;70;TransaksiSukses;Sukses
28/09/2024 18:24;yj7fks09d9ev5868;tsel40;Telkomsel 40.000;39170;39289;119;TransaksiSukses;Sukses
28/09/2024 18:23;4f7fkc09d7vk67597;h-xl3-7;XL HOTROD 3 GB 7 Hari;14815;15422;607;TransaksiSukses;Sukses
28/09/2024 18:23;kn7fka09bl041361;d-tri1500;Tri Data 1.5 GB 14 Hari;8910;9061;151;TransaksiSukses;Sukses
28/09/2024 18:22;ic7fk309zl8c5800;tsel10;Telkomsel 10.000;10165;10251;86;TransaksiSukses;Sukses
28/09/2024 18:21;8w17tk0w3f9h68504;m-axis1500-5;Axis Data Mini 1.5 GB 5 Hari;11860;11921;61;TransaksiSukses;Sukses
28/09/2024 18:21;597fjn09ej4e2032;ff70;Free Fire 70 Diamond;8651;8811;160;TransaksiSukses;Sukses
28/09/2024 18:20;8t17ta0whk0s5846;tsel25;Telkomsel 25.000;24805;24867;62;TransaksiSukses;Sukses
28/09/2024 18:19;a67fiy09gh8u5800;tsel10;Telkomsel 10.000;10165;10251;86;TransaksiSukses;Sukses
28/09/2024 18:18;cm7fip09c6ql3029;jabo-isat5-5;Indosat Data Jabodetabek Freedom Internet Harian 5 GB 5 Hari;16875;17057;182;TransaksiSukses;Sukses
28/09/2024 18:17;va7fi309hfvo1468;dana50;DANA 50.000;50090;50161;71;TransaksiSukses;Sukses
28/09/2024 18:17;jm7fi209nd7q5486;tp-tri20;Three Pulsa Transfer 20.000;19585;19647;62;TransaksiSukses;Sukses
28/09/2024 18:16;0g17s40wreqd2761;hp-tri3-2;Tri Data Happy 3 GB 2 Hari;10021;10116;95;TransaksiSukses;Sukses
28/09/2024 18:16;947fhw098lw1461;dana35;DANA 35.000;35090;35170;80;TransaksiSukses;Sukses
28/09/2024 18:15;hw17rq0wqrt04428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
28/09/2024 18:14;p640gn09efh970524;dana100;DANA 100.000;100090;100161;71;TransaksiSukses;Sukses
28/09/2024 18:12;8640g809xxtl1459;dana30;DANA 30.000;30080;30170;90;TransaksiSukses;Sukses
28/09/2024 18:12;pc17qr0wnmg956396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 18:11;fx17qo0wvm7356396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 18:11;os7fgl095h0g74438;dana26;DANA 26.000;26090;26185;95;TransaksiSukses;Sukses
28/09/2024 18:11;1j7fgj09zur94428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
28/09/2024 18:09;og7fg609e99o6715;xl5;Xl 5.000;5834;5921;87;TransaksiSukses;Sukses
28/09/2024 18:08;q340f309bqcv1459;dana30;DANA 30.000;30080;30170;90;TransaksiSukses;Sukses
28/09/2024 18:08;vs40f1091yhu5694;tp-xl60;Xl Pulsa Transfer 60.000;57809;58061;252;TransaksiSukses;Sukses
28/09/2024 18:06;tk7ffe09yy3w68316;ff25;Free Fire 25 Diamond;3823;4159;336;TransaksiSukses;Sukses
28/09/2024 18:05;gr17p50wilpz3736;mini-tsel1-1;Telkomsel Data Mini 1 GB / 1 Hari;6075;6916;841;TransaksiSukses;Sukses
28/09/2024 18:05;cz7fey09c43p5816;tsel15;Telkomsel 15.000;14885;14946;61;TransaksiSukses;Sukses
28/09/2024 18:03;fm40dv09xy5r4192;nex1006;Nex Parabola Paket Basic 180 Hari (1006);99130;99200;0;SellerinitelahdiblokirolehAnda;Gagal
28/09/2024 18:03;fg40dq09ie0u2962;isat40;Indosat 40.000;39535;39599;64;TransaksiSukses;Sukses
28/09/2024 18:02;fk17od0w8msy4195;nex1206;Nex Parabola Paket Kids 180 Hari (1206);94298;95974;0;ProduksedangGangguan(NonAktif);Gagal
28/09/2024 18:01;1o17o00w31pv5816;tsel15;Telkomsel 15.000;14885;14946;61;TransaksiSukses;Sukses
28/09/2024 18:00;os40d409achh56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 18:00;n540d309nqri4192;nex1006;Nex Parabola Paket Basic 180 Hari (1006);99130;99200;0;SellerinitelahdiblokirolehAnda;Gagal
28/09/2024 18:00;ne17nq0wr2kd80863;sulu-axis10;Axis Data Bronet 10 GB 30 Hari (Sulutra);26210;26373;163;TransaksiSukses;Sukses
28/09/2024 18:00;oa40d109kwxk65972;tp-isat20;Indosat Pulsa Transfer 20.000;19351;19452;101;TransaksiSukses;Sukses
28/09/2024 17:59;ym40cw09v2d65910;tsel75;Telkomsel 75.000;73050;73427;377;TransaksiSukses;Sukses
28/09/2024 17:59;ak7fdn09thxx1468;dana50;DANA 50.000;50090;50161;71;TransaksiSukses;Sukses
28/09/2024 17:59;l340cp09oq4m56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 17:58;ep17n90wekw61127;c-axis15;Axis Data Boostr Conference 15 GB 7 Hari;9580;9641;0;ProduksedangGangguan(NonAktif);Gagal
28/09/2024 17:56;dp17mv0wcxic5590;tp-tsel50;Telkomsel Pulsa Transfer 50.000;48458;49055;597;TransaksiSukses;Sukses
28/09/2024 17:56;xm7fd9092j5768313;ff12;Free Fire 12 Diamond;1835;1895;60;TransaksiSukses;Sukses
28/09/2024 17:56;ev40cb097itm5816;tsel15;Telkomsel 15.000;14885;14946;61;TransaksiSukses;Sukses
28/09/2024 17:56;iq7fd609v40q889;axis5;Axis 5.000;5650;5895;245;TransaksiSukses;Sukses
28/09/2024 17:55;f840c409k8dk70524;dana100;DANA 100.000;100090;100161;71;TransaksiSukses;Sukses
28/09/2024 17:54;aq40c209fkcp70434;dana20;DANA 20.000;20095;20160;65;TransaksiSukses;Sukses
28/09/2024 17:54;3u17mc0w63jz4076;mlwdp3;MOBILE LEGENDS Weekly Diamond Pass 3x;76650;76718;68;TransaksiSukses;Sukses
28/09/2024 17:54;cw40bt09p34b4428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
28/09/2024 17:52;ab7fcf096p3r5396;tp-isat10;Indosat Pulsa Transfer 10.000;10035;10169;134;TransaksiSukses;Sukses
28/09/2024 17:50;2v7fbw098tuj68316;ff25;Free Fire 25 Diamond;3823;4159;336;TransaksiSukses;Sukses
28/09/2024 17:50;2d40am09lxgq5881;tsel5;Telkomsel 5.000;5230;5291;61;TransaksiSukses;Sukses
28/09/2024 17:49;a07fbm09ku96331;aon-tri3500;AlwaysOn 3.5 GB;21090;21167;77;TransaksiSukses;Sukses
28/09/2024 17:49;tr40ab092q251447;dana150;DANA 150.000;150090;150187;97;TransaksiSukses;Sukses
28/09/2024 17:46;tv7fav09gbhp4428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
28/09/2024 17:46;oc17ka0wkfax1468;dana50;DANA 50.000;50090;50161;71;TransaksiSukses;Sukses
28/09/2024 17:45;aj409j09fggv2763;hp-tri3-30;Tri Data Happy 3 GB 30 Hari;15245;15312;67;TransaksiSukses;Sukses
28/09/2024 17:43;2d7f9s09o3vm5816;tsel15;Telkomsel 15.000;14885;14946;61;TransaksiSukses;Sukses
28/09/2024 17:42;uj7f9h09yivz3579;m-axis2500;Axis Data Mini 2.5 GB 5 Hari;14110;14216;106;TransaksiSukses;Sukses
28/09/2024 17:41;2t4085091jq72953;isat15;Indosat 15.000;14875;14936;61;TransaksiSukses;Sukses
28/09/2024 17:40;3u7f9009p5em71212;xo-xl2;XL XTRA ON 2GB;22400;23617;1217;TransaksiSukses;Sukses
28/09/2024 17:40;zt17ic0w7g1356396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 17:38;kl7f87094iks1468;dana50;DANA 50.000;50090;50161;71;TransaksiSukses;Sukses
28/09/2024 17:37;sg7f8509cguy70524;dana100;DANA 100.000;100090;100161;71;TransaksiSukses;Sukses
28/09/2024 17:37;px406r097st63198;kvncl01;K-Vision & GOL Paket CLING (CL01) 30 Hari;19164;19367;203;TransaksiSukses;Sukses
28/09/2024 17:36;o47f7s098w2b70434;dana20;DANA 20.000;20095;20160;65;TransaksiSukses;Sukses
28/09/2024 17:36;gn406i097jlx5573;tp-tsel36;Telkomsel Pulsa Transfer 36.000;35262;35714;452;TransaksiSukses;Sukses
28/09/2024 17:36;u37f7q09ervg878;axis10;Axis 10.000;10810;10875;65;TransaksiSukses;Sukses
28/09/2024 17:35;ab17h80wy3dw56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 17:35;kr7f7j094tj35881;tsel5;Telkomsel 5.000;5230;5291;61;TransaksiSukses;Sukses
28/09/2024 17:34;9317gv0w82sv56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 17:34;8w17gu0wte8h5505;tp-tsel100;Telkomsel Pulsa Transfer 100.000;96347;97130;783;TransaksiSukses;Sukses
28/09/2024 17:34;7b405x09ohx45777;tri5;Three 5.000;5495;5586;91;TransaksiSukses;Sukses
28/09/2024 17:33;xh405i0953vj56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 17:32;m417fz0wxevn3736;mini-tsel1-1;Telkomsel Data Mini 1 GB / 1 Hari;6075;6916;841;TransaksiSukses;Sukses
28/09/2024 17:31;yw17fl0w2rca65245;xl25;Xl 25.000;24750;24962;212;TransaksiSukses;Sukses
28/09/2024 17:30;of404j09lmuy3845;ml12;MOBILELEGEND - 12 Diamond;3197;3260;63;TransaksiSukses;Sukses
28/09/2024 17:30;117f5z09arwu56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 17:30;oj7f5y09nthn56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 17:29;ey7f5p09y4s04428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
28/09/2024 17:28;377f5k09oyi61460;dana300;DANA 300.000;300060;300188;128;TransaksiSukses;Sukses
28/09/2024 17:27;4317es0wmvxq65972;tp-isat20;Indosat Pulsa Transfer 20.000;19351;19452;101;TransaksiSukses;Sukses
28/09/2024 17:27;wx17eq0w5u8z1472;dana60;DANA 60.000;60035;60171;136;TransaksiSukses;Sukses
28/09/2024 17:27;rq7f5b09p6cs70524;dana100;DANA 100.000;100090;100161;71;TransaksiSukses;Sukses
28/09/2024 17:27;vl17em0w2jaw5341;tp-axis10;Axis Pulsa Transfer 10.000;10290;10351;61;TransaksiSukses;Sukses
28/09/2024 17:27;jq403r09jjlz56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 17:26;vo17ed0wyzwe5881;tsel5;Telkomsel 5.000;5230;5291;61;TransaksiSukses;Sukses
28/09/2024 17:26;ud7f4z093nq865041;mlwdp;MOBILE LEGENDS Weekly Diamond Pass;25500;25613;113;TransaksiSukses;Sukses
28/09/2024 17:26;ck7f4x09xb86201;500dana50;DANA 50.000 Admin 500;49590;49710;120;TransaksiSukses;Sukses
28/09/2024 17:26;e3403j094iu365041;mlwdp;MOBILE LEGENDS Weekly Diamond Pass;25500;25613;113;TransaksiSukses;Sukses
28/09/2024 17:26;t97f4s09zff01455;dana200;DANA 200.000;200090;200212;122;TransaksiSukses;Sukses
28/09/2024 17:26;j117e80w1mrn5816;tsel15;Telkomsel 15.000;14885;14946;61;TransaksiSukses;Sukses
28/09/2024 17:26;9w403h09rsrb65041;mlwdp;MOBILE LEGENDS Weekly Diamond Pass;25500;25613;113;TransaksiSukses;Sukses
28/09/2024 17:24;gs7f4a09k8u567932;ml258;MOBILELEGEND - 258 Diamond;64090;64410;320;TransaksiSukses;Sukses
28/09/2024 17:23;fb7f4609rqfr3863;ml150;MOBILELEGEND - 150 Diamond;37750;38392;642;TransaksiSukses;Sukses
28/09/2024 17:18;fr7f2v09xxm05832;tsel20;Telkomsel 20.000;19835;19922;87;TransaksiSukses;Sukses
28/09/2024 17:18;yq401q09580e75714;dggb07;DECODER GOL PAKET GIBOL (GB07);9700;9761;0;ProduksedangGangguan(NonAktif);Gagal
28/09/2024 17:18;dp7f2r09r9hk5801;tsel100;Telkomsel 100.000;98580;98745;165;TransaksiSukses;Sukses
28/09/2024 17:18;xq401l09na1z56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 17:17;2j17c30w194t75714;dggb07;DECODER GOL PAKET GIBOL (GB07);9700;9761;0;ProduksedangGangguan(NonAktif);Gagal
28/09/2024 17:17;6p17by0w31sn5846;tsel25;Telkomsel 25.000;24805;24867;62;TransaksiSukses;Sukses
28/09/2024 17:16;ru401609lj1p70294;tlpunli-isat5;Indosat Telepon Unlimited Sesama + 10 Menit Semua Op - 1 Hari;3487;3615;128;TransaksiSukses;Sukses
28/09/2024 17:16;a9401509q1eq56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 17:15;1n7f1z097yxt74482;dana87;DANA 87.000;87090;87171;81;TransaksiSukses;Sukses
28/09/2024 17:13;bd7f1d091xh469125;tpas-tsel50;Telkomsel Telepon Pas 50.000;52799;52864;65;TransaksiSukses;Sukses
28/09/2024 17:12;ec400809xocn70524;dana100;DANA 100.000;100090;100161;71;TransaksiSukses;Sukses
28/09/2024 17:10;ei3zzq091w9i4428;pln50;PLN 50.000;50025;50091;66;TransaksiSukses;Sukses
28/09/2024 17:08;sr7f05094kuu70446;dana45;DANA 45.000;45080;45165;85;TransaksiSukses;Sukses
28/09/2024 17:06;y17ezq09gblt56396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 17:06;tl3zyo09pk9t5800;tsel10;Telkomsel 10.000;10165;10251;86;TransaksiSukses;Sukses
28/09/2024 17:05;0e7ezf09atca70686;drivermaxim50;Maxim Driver 50.000;51845;52111;266;TransaksiSukses;Sukses
28/09/2024 17:05;h67eze09w8nz5294;tlpunli-isat;Indosat Telepon Unlimited Sesama 30 Hari;9595;9671;76;TransaksiSukses;Sukses
28/09/2024 17:04;i93zyd09zi3c881;axis15;Axis 15.000;14941;15027;86;TransaksiSukses;Sukses
28/09/2024 17:04;fc7ez109oa601821;f-tsel1-30;Telkomsel Data Flash 1 GB 30 Hari;11035;11571;536;TransaksiSukses;Sukses
28/09/2024 17:03;o63zy709qo8i3845;ml12;MOBILELEGEND - 12 Diamond;3197;3260;63;TransaksiSukses;Sukses
28/09/2024 17:03;tm7eyu09gljb6028;unli-sf2-28;Smartfren Data Unlimited Harian 2 GB Berlaku 28 Hari;81725;82268;543;TransaksiSukses;Sukses
28/09/2024 17:02;w3178c0wy25k508;av-cwj-isat1;Aktivasi Voucher Indosat CWJ Freedom Internet Harian 1 GB 2 Hari;5955;6016;61;TransaksiSukses;Sukses
28/09/2024 17:01;4m17840wozz6033;unlins-sf2;Smartfren Data Unlimited Nonstop 2 GB 10 Hari;10390;10451;61;TransaksiSukses;Sukses
28/09/2024 17:01;7j7eyl091ku456396;pln20;PLN 20.000;20010;20080;70;TransaksiSukses;Sukses
28/09/2024 17:00;g4177s0wpux35383;tp-axis5;Axis Pulsa Transfer 5.000;5615;5676;61;TransaksiSukses;Sukses
28/09/2024 17:00;td177q0wpl8c5860;tsel35;Telkomsel 35.000;34720;34783;63;TransaksiSukses;Sukses
